Setting resolution to VGA
Warning: USB events thread - failed to set priority. This might cause loss of data...
New User 1
Pose Psi detected for user 1
Calibration started for user 1
Calibration complete, start tracking user 1
frame[138]User[0]Bone[0],-375.363495,309.247955,2874.048340
frame[138]User[0]Bone[1],-134.423279,282.318268,1445.198120
frame[138]User[0]Bone[2],-365.620422,889.346985,2934.356689
frame[138]User[0]Bone[3],0.000000,0.000000,0.000000
frame[138]User[0]Bone[4],0.000000,-999.000000,0.000000
frame[138]User[0]Bone[5],0.000000,-999.000000,0.000000
frame[138]User[0]Bone[6],-268.846558,564.636536,2890.396240
frame[138]User[0]Bone[7],10.608304,542.373291,2841.182129
frame[138]User[0]Bone[8],-82.443039,793.514221,2967.000000
frame[138]User[0]Bone[9],-428.042572,65.818024,2865.264893
frame[138]User[0]Bone[10],-444.178894,-348.435486,2859.283691
frame[138]User[0]Bone[11],-459.694580,-746.756165,2853.532715
frame[138]User[0]Bone[12],-226.028717,110.689919,2893.649170
frame[138]User[0]Bone[13],-245.466522,-328.217712,2886.871826
frame[138]User[0]Bone[14],-264.156708,-750.244263,2880.355225
frame[139]User[0]Bone[0],-361.765289,380.184540,2885.322266
frame[139]User[0]Bone[1],-369.597595,648.046570,2912.177490
frame[139]User[0]Bone[2],-358.457031,890.055725,2945.856689
frame[139]User[0]Bone[3],-509.355194,676.316406,2908.509033
frame[139]User[0]Bone[4],-677.518616,461.077820,2786.613525
frame[139]User[0]Bone[5],-686.122253,754.734497,2822.000000
frame[139]User[0]Bone[6],-229.840012,619.776672,2915.845947
frame[139]User[0]Bone[7],-3.698482,531.112915,2862.760498
frame[139]User[0]Bone[8],-83.158035,795.804688,2964.143799
frame[139]User[0]Bone[9],-435.696686,121.708702,2862.607178
frame[139]User[0]Bone[10],-456.464203,-365.325256,2886.881592
frame[139]User[0]Bone[11],-460.822937,-696.609131,2865.352539
frame[139]User[0]Bone[12],-230.718750,143.869049,2889.435547
frame[139]User[0]Bone[13],-251.716507,-331.662476,2925.818848
frame[139]User[0]Bone[14],-265.220947,-698.499634,2891.175293
frame[140]User[0]Bone[0],-355.799408,420.688995,2895.489746
frame[140]User[0]Bone[1],-361.169006,666.996277,2921.965576
frame[140]User[0]Bone[2],-357.237488,896.615784,2951.606689
frame[140]User[0]Bone[3],-510.325836,681.394836,2909.030029
frame[140]User[0]Bone[4],-667.057739,466.271240,2808.039551
frame[140]User[0]Bone[5],-682.124329,759.664368,2824.401367
frame[140]User[0]Bone[6],-212.012207,652.597717,2934.901123
frame[140]User[0]Bone[7],-15.793046,518.439392,2884.318848
frame[140]User[0]Bone[8],-81.751175,797.205688,2959.180176
frame[140]User[0]Bone[9],-442.912048,174.395416,2860.101807
frame[140]User[0]Bone[10],-484.329132,-286.263580,2927.821777
frame[140]User[0]Bone[11],-459.151703,-660.487671,2872.599854
frame[140]User[0]Bone[12],-236.535507,185.019104,2884.209473
frame[140]User[0]Bone[13],-258.661224,-271.598999,2958.718506
frame[140]User[0]Bone[14],-260.929443,-663.668640,2896.905762
frame[141]User[0]Bone[0],-357.373138,437.917786,2900.264893
frame[141]User[0]Bone[1],-361.368927,673.485168,2926.239502
frame[141]User[0]Bone[2],-361.186310,896.942993,2953.481689
frame[141]User[0]Bone[3],-515.873901,680.257507,2915.313232
frame[141]User[0]Bone[4],-658.019226,471.837341,2823.696045
frame[141]User[0]Bone[5],-683.630859,765.879272,2835.706299
frame[141]User[0]Bone[6],-206.863968,666.712891,2937.165527
frame[141]User[0]Bone[7],-25.924593,508.028931,2892.629395
frame[141]User[0]Bone[8],-81.008881,797.314758,2956.348145
frame[141]User[0]Bone[9],-446.633240,205.590103,2862.590088
frame[141]User[0]Bone[10],-475.350769,-250.670792,2906.147705
frame[141]User[0]Bone[11],-458.657562,-644.608521,2875.168213
frame[141]User[0]Bone[12],-240.017166,210.558014,2889.126953
frame[141]User[0]Bone[13],-259.839600,-242.737488,2948.910400
frame[141]User[0]Bone[14],-261.487518,-644.965942,2899.607910
frame[142]User[0]Bone[0],-356.254913,436.879883,2898.463379
frame[142]User[0]Bone[1],-358.848450,667.292114,2922.186279
frame[142]User[0]Bone[2],-359.108002,888.356384,2944.919189
frame[142]User[0]Bone[3],-514.032959,672.005920,2898.470703
frame[142]User[0]Bone[4],-653.708862,473.827209,2831.691650
frame[142]User[0]Bone[5],-683.923767,769.489563,2835.913574
frame[142]User[0]Bone[6],-203.663971,662.578369,2945.901611
frame[142]User[0]Bone[7],-32.128483,505.567200,2903.219238
frame[142]User[0]Bone[8],-79.436577,802.092285,2965.842529
frame[142]User[0]Bone[9],-453.616028,217.676056,2868.170166
frame[142]User[0]Bone[10],-472.102356,-236.281998,2903.661621
frame[142]User[0]Bone[11],-458.334076,-623.723755,2875.221436
frame[142]User[0]Bone[12],-246.034088,220.717056,2887.254883
frame[142]User[0]Bone[13],-260.728485,-231.108017,2938.951904
frame[142]User[0]Bone[14],-260.809052,-632.388306,2900.361572
frame[143]User[0]Bone[0],-355.039032,446.273315,2899.378174
frame[143]User[0]Bone[1],-358.570618,673.707825,2925.402832
frame[143]User[0]Bone[2],-359.998291,891.742737,2951.637939
frame[143]User[0]Bone[3],-515.714661,675.606628,2904.622070
frame[143]User[0]Bone[4],-653.123047,475.330200,2833.758301
frame[143]User[0]Bone[5],-688.796448,773.310120,2842.568115
frame[143]User[0]Bone[6],-201.426620,671.808960,2946.183594
frame[143]User[0]Bone[7],-32.889236,497.152527,2905.681152
frame[143]User[0]Bone[8],-81.988930,801.437073,2966.270264
frame[143]User[0]Bone[9],-454.616577,214.996536,2859.773926
frame[143]User[0]Bone[10],-472.873169,-236.768707,2901.873291
frame[143]User[0]Bone[11],-460.396637,-621.948059,2875.050293
frame[143]User[0]Bone[12],-249.153854,214.784958,2893.129150
frame[143]User[0]Bone[13],-259.015137,-237.053711,2931.396973
frame[143]User[0]Bone[14],-260.811371,-624.461243,2902.977783
frame[144]User[0]Bone[0],-355.163666,450.474121,2901.746338
frame[144]User[0]Bone[1],-358.848419,676.527283,2928.091309
frame[144]User[0]Bone[2],-360.756256,893.720764,2953.497314
frame[144]User[0]Bone[3],-516.924072,677.228333,2908.350586
frame[144]User[0]Bone[4],-651.785400,475.893982,2836.197021
frame[144]User[0]Bone[5],-690.066956,776.990417,2849.033936
frame[144]User[0]Bone[6],-200.772797,675.826233,2947.831787
frame[144]User[0]Bone[7],-38.891003,490.353333,2911.151611
frame[144]User[0]Bone[8],-83.819336,799.856201,2965.812500
frame[144]User[0]Bone[9],-453.877502,222.804489,2860.049805
frame[144]User[0]Bone[10],-471.024628,-228.843002,2894.103516
frame[144]User[0]Bone[11],-461.553253,-618.453674,2877.453369
frame[144]User[0]Bone[12],-247.361191,223.296280,2888.368652
frame[144]User[0]Bone[13],-259.806427,-227.795868,2928.571777
frame[144]User[0]Bone[14],-259.993225,-617.095642,2905.773193
frame[145]User[0]Bone[0],-351.279053,449.776947,2905.428955
frame[145]User[0]Bone[1],-355.643311,675.285095,2930.531982
frame[145]User[0]Bone[2],-359.455170,891.336853,2956.427002
frame[145]User[0]Bone[3],-514.268921,674.759460,2912.098389
frame[145]User[0]Bone[4],-650.787781,473.822906,2841.086426
frame[145]User[0]Bone[5],-690.516724,778.273193,2847.809570
frame[145]User[0]Bone[6],-197.017700,675.810669,2948.965576
frame[145]User[0]Bone[7],-41.317135,487.952454,2911.863281
frame[145]User[0]Bone[8],-78.732452,801.818115,2965.899414
frame[145]User[0]Bone[9],-454.525024,226.241791,2862.650391
frame[145]User[0]Bone[10],-468.968506,-225.276764,2894.861816
frame[145]User[0]Bone[11],-461.322876,-614.238831,2887.371826
frame[145]User[0]Bone[12],-247.544769,226.811707,2889.008301
frame[145]User[0]Bone[13],-259.172058,-224.294754,2926.328369
frame[145]User[0]Bone[14],-258.875488,-615.598328,2907.523926
frame[146]User[0]Bone[0],-349.097961,444.764343,2909.943359
frame[146]User[0]Bone[1],-353.056366,670.482483,2928.557861
frame[146]User[0]Bone[2],-356.320496,887.691772,2945.391846
frame[146]User[0]Bone[3],-512.067566,669.367249,2911.874268
frame[146]User[0]Bone[4],-647.639954,466.778290,2842.661865
frame[146]User[0]Bone[5],-686.739136,774.943481,2839.866455
frame[146]User[0]Bone[6],-194.045181,671.597656,2945.241699
frame[146]User[0]Bone[7],-41.688686,486.387451,2910.680664
frame[146]User[0]Bone[8],-74.307457,804.098450,2964.770020
frame[146]User[0]Bone[9],-450.353821,224.607742,2868.364502
frame[146]User[0]Bone[10],-470.747253,-226.778625,2895.520264
frame[146]User[0]Bone[11],-462.094635,-613.717712,2891.858643
frame[146]User[0]Bone[12],-243.031738,226.035706,2892.715088
frame[146]User[0]Bone[13],-260.912811,-225.193146,2922.692383
frame[146]User[0]Bone[14],-259.578308,-613.401733,2908.079590
frame[147]User[0]Bone[0],-345.884308,449.145813,2910.293457
frame[147]User[0]Bone[1],-353.322510,674.384888,2931.505371
frame[147]User[0]Bone[2],-360.232300,891.021606,2951.874268
frame[147]User[0]Bone[3],-511.976471,671.222778,2911.456055
frame[147]User[0]Bone[4],-645.660278,458.969360,2843.614502
frame[147]User[0]Bone[5],-684.208435,771.478394,2832.905029
frame[147]User[0]Bone[6],-194.668549,677.547058,2951.554688
frame[147]User[0]Bone[7],-46.760277,479.245758,2907.322754
frame[147]User[0]Bone[8],-73.468246,804.194763,2963.055664
frame[147]User[0]Bone[9],-448.847137,218.659607,2880.477295
frame[147]User[0]Bone[10],-471.290558,-232.974976,2895.974121
frame[147]User[0]Bone[11],-460.727264,-607.921204,2891.071045
frame[147]User[0]Bone[12],-241.209900,220.485703,2902.394287
frame[147]User[0]Bone[13],-260.149689,-231.051651,2925.258545
frame[147]User[0]Bone[14],-260.898956,-610.192505,2911.593018
frame[148]User[0]Bone[0],-342.210663,448.975525,2910.244629
frame[148]User[0]Bone[1],-350.999176,673.960144,2933.064697
frame[148]User[0]Bone[2],-359.783142,890.051270,2955.615479
frame[148]User[0]Bone[3],-509.592010,669.991394,2912.106689
frame[148]User[0]Bone[4],-642.731323,453.461639,2846.545166
frame[148]User[0]Bone[5],-683.522827,769.675659,2831.156006
frame[148]User[0]Bone[6],-192.406326,677.928955,2954.022461
frame[148]User[0]Bone[7],-45.875191,481.971161,2914.139648
frame[148]User[0]Bone[8],-67.986031,807.655518,2964.802979
frame[148]User[0]Bone[9],-441.929230,222.014465,2876.018799
frame[148]User[0]Bone[10],-474.365723,-228.388062,2901.503906
frame[148]User[0]Bone[11],-460.453278,-611.593811,2891.917236
frame[148]User[0]Bone[12],-234.851944,226.325424,2902.250977
frame[148]User[0]Bone[13],-260.384399,-224.661804,2928.575195
frame[148]User[0]Bone[14],-261.867645,-609.653870,2910.729004
frame[149]User[0]Bone[0],-343.955353,451.675171,2910.099121
frame[149]User[0]Bone[1],-350.870911,676.549866,2934.340332
frame[149]User[0]Bone[2],-357.210571,892.617126,2957.486084
frame[149]User[0]Bone[3],-509.849976,673.648438,2916.235840
frame[149]User[0]Bone[4],-640.824646,448.131348,2851.461914
frame[149]User[0]Bone[5],-682.847046,768.257690,2830.057373
frame[149]User[0]Bone[6],-191.891846,679.451233,2952.444824
frame[149]User[0]Bone[7],-44.953663,479.981812,2912.814209
frame[149]User[0]Bone[8],-74.468773,804.190186,2963.716309
frame[149]User[0]Bone[9],-436.869659,221.487259,2873.761230
frame[149]User[0]Bone[10],-472.568878,-228.804703,2899.067871
frame[149]User[0]Bone[11],-459.786835,-612.202942,2891.211914
frame[149]User[0]Bone[12],-229.919083,226.757767,2901.141113
frame[149]User[0]Bone[13],-259.990753,-224.336411,2917.147217
frame[149]User[0]Bone[14],-262.322815,-612.481445,2913.825928
frame[150]User[0]Bone[0],-345.265930,441.874023,2907.610596
frame[150]User[0]Bone[1],-350.021698,667.182861,2927.420898
frame[150]User[0]Bone[2],-353.774170,883.812256,2945.421387
frame[150]User[0]Bone[3],-509.162415,665.360657,2910.377441
frame[150]User[0]Bone[4],-638.397217,445.832642,2854.280762
frame[150]User[0]Bone[5],-683.413330,768.591064,2833.684326
frame[150]User[0]Bone[6],-190.880951,669.005127,2944.464355
frame[150]User[0]Bone[7],-43.766872,481.412659,2909.430908
frame[150]User[0]Bone[8],-71.273682,805.003113,2960.810303
frame[150]User[0]Bone[9],-440.741394,224.950485,2874.052002
frame[150]User[0]Bone[10],-474.125488,-225.609665,2898.965332
frame[150]User[0]Bone[11],-459.988922,-611.708374,2892.881348
frame[150]User[0]Bone[12],-233.310440,228.782120,2897.690186
frame[150]User[0]Bone[13],-260.796265,-222.155807,2921.414307
frame[150]User[0]Bone[14],-259.671112,-611.345520,2910.787598
frame[151]User[0]Bone[0],-345.419464,449.221527,2910.602783
frame[151]User[0]Bone[1],-350.715485,674.438354,2931.552490
frame[151]User[0]Bone[2],-356.004517,890.905334,2952.388916
frame[151]User[0]Bone[3],-510.039337,672.123169,2916.269043
frame[151]User[0]Bone[4],-637.769226,443.715698,2855.763672
frame[151]User[0]Bone[5],-684.820679,768.225708,2827.949463
frame[151]User[0]Bone[6],-191.391617,676.753601,2946.835938
frame[151]User[0]Bone[7],-37.377506,480.033081,2908.336914
frame[151]User[0]Bone[8],-70.456100,805.758118,2962.258057
frame[151]User[0]Bone[9],-444.318329,215.397812,2876.684570
frame[151]User[0]Bone[10],-470.361908,-235.895569,2894.947510
frame[151]User[0]Bone[11],-459.869904,-610.712341,2891.765137
frame[151]User[0]Bone[12],-236.688187,217.798325,2898.929443
frame[151]User[0]Bone[13],-259.471039,-233.431458,2923.181396
frame[151]User[0]Bone[14],-259.483337,-610.121582,2911.237549
frame[152]User[0]Bone[0],-351.421814,450.481476,2913.404785
frame[152]User[0]Bone[1],-354.951141,675.743530,2934.328125
frame[152]User[0]Bone[2],-357.805389,891.977112,2954.372803
frame[152]User[0]Bone[3],-514.346252,674.624084,2919.549805
frame[152]User[0]Bone[4],-635.394592,444.386505,2857.021484
frame[152]User[0]Bone[5],-684.417480,768.457520,2831.570557
frame[152]User[0]Bone[6],-195.556030,676.863037,2949.106445
frame[152]User[0]Bone[7],-42.717644,480.758514,2907.773438
frame[152]User[0]Bone[8],-70.197197,806.334106,2962.867676
frame[152]User[0]Bone[9],-444.051575,222.505096,2879.684326
frame[152]User[0]Bone[10],-470.853943,-228.846237,2897.224121
frame[152]User[0]Bone[11],-460.954346,-606.534302,2891.609863
frame[152]User[0]Bone[12],-236.188385,225.537186,2899.628418
frame[152]User[0]Bone[13],-263.537903,-225.131943,2929.049072
frame[152]User[0]Bone[14],-259.377411,-610.106018,2913.104492
frame[153]User[0]Bone[0],-351.477203,445.289368,2913.358154
frame[153]User[0]Bone[1],-354.504059,670.914673,2929.432129
frame[153]User[0]Bone[2],-357.535950,888.517639,2942.864746
frame[153]User[0]Bone[3],-514.218994,669.571289,2919.825195
frame[153]User[0]Bone[4],-635.294495,444.345337,2857.316895
frame[153]User[0]Bone[5],-685.054260,769.579529,2834.703125
frame[153]User[0]Bone[6],-194.789124,672.258118,2939.039062
frame[153]User[0]Bone[7],-46.431438,478.776672,2911.412598
frame[153]User[0]Bone[8],-76.842010,802.999451,2964.655762
frame[153]User[0]Bone[9],-451.867340,224.494461,2882.841797
frame[153]User[0]Bone[10],-468.852020,-227.407898,2895.049805
frame[153]User[0]Bone[11],-461.295532,-608.528992,2892.065674
frame[153]User[0]Bone[12],-243.914139,225.960770,2902.124268
frame[153]User[0]Bone[13],-261.849915,-225.172974,2930.968018
frame[153]User[0]Bone[14],-259.091766,-614.491089,2910.390137
frame[154]User[0]Bone[0],-353.514038,441.523499,2914.105713
frame[154]User[0]Bone[1],-355.832214,667.337646,2927.693359
frame[154]User[0]Bone[2],-357.610687,884.707214,2939.110596
frame[154]User[0]Bone[3],-515.557251,666.363464,2917.468506
frame[154]User[0]Bone[4],-634.188721,441.257812,2861.061523
frame[154]User[0]Bone[5],-680.561218,767.887451,2840.500732
frame[154]User[0]Bone[6],-196.107162,668.311829,2937.918213
frame[154]User[0]Bone[7],-44.697868,476.723145,2908.017578
frame[154]User[0]Bone[8],-80.903969,799.834534,2964.805420
frame[154]User[0]Bone[9],-452.633972,218.790390,2891.017822
frame[154]User[0]Bone[10],-466.935974,-233.336075,2893.357910
frame[154]User[0]Bone[11],-460.957428,-606.538269,2893.016602
frame[154]User[0]Bone[12],-244.264984,220.545929,2903.552490
frame[154]User[0]Bone[13],-262.453766,-230.819778,2929.508789
frame[154]User[0]Bone[14],-260.562408,-612.165771,2908.833984
frame[155]User[0]Bone[0],-352.025879,444.502502,2914.297119
frame[155]User[0]Bone[1],-354.429688,670.004517,2932.119629
frame[155]User[0]Bone[2],-355.937408,887.265198,2948.733643
frame[155]User[0]Bone[3],-513.827820,669.527283,2917.929932
frame[155]User[0]Bone[4],-639.098938,441.681641,2860.891113
frame[155]User[0]Bone[5],-683.320190,769.985596,2844.251709
frame[155]User[0]Bone[6],-195.031525,670.481689,2946.309326
frame[155]User[0]Bone[7],-41.460236,480.672607,2909.995361
frame[155]User[0]Bone[8],-71.613892,804.338806,2967.671387
frame[155]User[0]Bone[9],-455.386169,215.075226,2893.848145
frame[155]User[0]Bone[10],-471.938324,-237.025345,2899.700195
frame[155]User[0]Bone[11],-460.397186,-609.644836,2895.792236
frame[155]User[0]Bone[12],-247.004730,216.347610,2907.188477
frame[155]User[0]Bone[13],-260.895691,-235.343826,2930.181396
frame[155]User[0]Bone[14],-259.208679,-613.232727,2909.332520
frame[156]User[0]Bone[0],-349.401947,445.495148,2913.807861
frame[156]User[0]Bone[1],-352.305542,670.785889,2934.238770
frame[156]User[0]Bone[2],-355.266663,887.323547,2953.545166
frame[156]User[0]Bone[3],-511.734924,670.073914,2919.990723
